call_id,call_datetime,call_date,call_month,call_hour,agent_id,phone_number,customer_age_group,customer_gender,call_result,product_id,call_duration_min,is_duplicate_call
C02455,2024-09-23 16:55,2024-09-23,2024-09,16,A002,080-4432-7520,不明,女性,不在,,1.0,1
C02456,2024-01-15 18:47,2024-01-15,2024-01,18,A002,080-6038-4923,20代,男性,検討中,P005,13.0,0
C02457,2024-12-30 17:14,2024-12-30,2024-12,17,A009,070-9927-8360,不明,男性,不在,,1.0,1
C02458,2024-07-29 17:37,2024-07-29,2024-07,17,A012,080-9920-7948,50代,女性,断り,,8.0,0
C02459,2024-02-07 16:31,2024-02-07,2024-02,16,A003,080-8086-7666,60代以上,男性,断り,,6.0,1
C02460,2024-12-18 14:36,2024-12-18,2024-12,14,A004,070-9379-2894,40代,女性,断り,,10.0,1
C02461,2024-09-02 14:36,2024-09-02,2024-09,14,A008,090-8942-8499,20代,不明,検討中,P005,9.0,0
C02462,2024-05-13 19:04,2024-05-13,2024-05,19,A008,080-8821-7280,50代,男性,断り,,6.0,0
C02463,2024-10-07 17:11,2024-10-07,2024-10,17,A011,070-4115-9175,50代,男性,断り,,10.0,0
C02464,2024-11-06 10:51,2024-11-06,2024-11,10,A010,090-3600-7904,30代,男性,断り,,9.0,1
C02465,2024-02-08 11:39,2024-02-08,2024-02,11,A002,090-2158-9964,60代以上,女性,成約,P003,60.0,0
C02466,2024-04-11 14:16,2024-04-11,2024-04,14,A003,080-7098-2376,50代,女性,断り,,5.0,1
C02467,2024-01-02 18:33,2024-01-02,2024-01,18,A002,070-8527-9785,60代以上,女性,コールバック希望,P001,15.0,1
C02468,2024-11-06 10:53,2024-11-06,2024-11,10,A012,070-6591-7235,30代,女性,不在,,0.0,0
C02469,2024-12-04 18:24,2024-12-04,2024-12,18,A009,070-6502-2857,40代,男性,断り,,12.0,1
C02470,2024-04-02 19:37,2024-04-02,2024-04,19,A008,090-3148-4744,20代,男性,不在,,0.0,1
C02471,2024-04-02 14:14,2024-04-02,2024-04,14,A008,090-2781-7208,40代,女性,不在,,0.0,1
C02472,2024-05-16 18:39,2024-05-16,2024-05,18,A003,070-6556-8675,50代,女性,コールバック希望,P001,13.0,0
C02473,2024-12-16 14:12,2024-12-16,2024-12,14,A015,070-7552-4163,20代,男性,成約,P004,24.0,1
C02474,2024-12-13 16:53,2024-12-13,2024-12,16,A005,090-8225-6139,30代,男性,コールバック希望,P006,10.0,1
C02475,2024-10-28 14:21,2024-10-28,2024-10,14,A001,090-2622-1732,50代,女性,断り,,11.0,1
C02476,2024-09-25 13:38,2024-09-25,2024-09,13,A001,080-9767-1136,40代,女性,断り,,8.0,1
C02477,2024-04-18 18:58,2024-04-18,2024-04,18,A014,070-3369-6304,30代,女性,検討中,P004,7.0,1
C02478,2024-07-15 12:31,2024-07-15,2024-07,12,A003,070-1217-4811,50代,女性,断り,,10.0,1
C02479,2024-05-15 17:33,2024-05-15,2024-05,17,A013,070-2158-7305,40代,女性,断り,,14.0,0
C02480,2024-02-12 13:53,2024-02-12,2024-02,13,A008,080-3089-5819,30代,女性,不在,,0.0,0
C02481,2024-06-12 16:45,2024-06-12,2024-06,16,A014,070-7250-9543,20代,女性,不在,,1.0,1
C02482,2024-09-10 12:41,2024-09-10,2024-09,12,A008,090-8069-9553,50代,女性,成約,P006,18.0,1
C02483,2024-04-26 16:16,2024-04-26,2024-04,16,A015,070-8786-3539,40代,女性,検討中,P001,6.0,1
C02484,2024-01-17 17:30,2024-01-17,2024-01,17,A009,070-3838-3733,30代,男性,断り,,8.0,1
C02485,2024-09-30 13:25,2024-09-30,2024-09,13,A012,070-5940-2990,50代,男性,断り,,5.0,1
C02486,2024-11-04 13:47,2024-11-04,2024-11,13,A007,090-2373-5641,60代以上,男性,断り,,14.0,1
C02487,2024-08-22 12:51,2024-08-22,2024-08,12,A004,080-7211-3851,40代,女性,不在,,0.0,1
C02488,2024-12-27 13:01,2024-12-27,2024-12,13,A003,090-6770-3773,50代,男性,検討中,P001,15.0,1
C02489,2024-09-23 12:34,2024-09-23,2024-09,12,A006,080-4436-6690,不明,男性,断り,,12.0,1
C02490,2024-07-22 14:41,2024-07-22,2024-07,14,A015,070-4054-8785,60代以上,女性,断り,,14.0,0
C02491,2024-01-22 12:54,2024-01-22,2024-01,12,A012,090-1195-2010,60代以上,男性,不在,,0.0,1
C02492,2024-02-27 13:09,2024-02-27,2024-02,13,A005,070-4770-9196,50代,男性,不在,,1.0,1
C02493,2024-02-15 10:40,2024-02-15,2024-02,10,A015,080-4273-6287,40代,男性,断り,,3.0,1
C02494,2024-07-19 13:33,2024-07-19,2024-07,13,A002,070-7802-2728,40代,女性,検討中,P004,10.0,0
C02495,2024-04-10 19:55,2024-04-10,2024-04,19,A009,070-3993-4143,20代,女性,不在,,1.0,0
C02496,2024-06-13 14:41,2024-06-13,2024-06,14,A015,080-7815-2557,40代,男性,検討中,P006,10.0,1
C02497,2024-06-25 16:49,2024-06-25,2024-06,16,A001,090-8749-7669,40代,男性,不在,,0.0,1
C02498,2024-07-25 18:30,2024-07-25,2024-07,18,A001,070-8308-3909,40代,男性,検討中,P004,3.0,1
C02499,2024-04-03 12:46,2024-04-03,2024-04,12,A010,070-7088-4903,50代,男性,断り,,4.0,1
C02500,2024-09-09 14:23,2024-09-09,2024-09,14,A004,090-4920-4972,40代,女性,断り,,12.0,1
C02501,2024-04-16 18:15,2024-04-16,2024-04,18,A012,090-6336-4769,40代,女性,断り,,11.0,1
C02502,2024-01-08 14:04,2024-01-08,2024-01,14,A013,070-9087-9497,50代,女性,不在,,1.0,0
C02503,2024-01-16 17:17,2024-01-16,2024-01,17,A015,090-1618-8542,40代,女性,成約,P001,24.0,1
C02504,2024-05-17 15:12,2024-05-17,2024-05,15,A009,070-2234-3902,30代,女性,不在,,0.0,1
C02505,2024-08-09 18:21,2024-08-09,2024-08,18,A004,090-1514-6413,50代,女性,不在,,0.0,1
C02506,2024-04-04 15:39,2024-04-04,2024-04,15,A008,070-1026-7523,40代,男性,成約,P001,24.0,1
C02507,2024-05-13 12:05,2024-05-13,2024-05,12,A013,080-8348-7184,40代,女性,断り,,14.0,1
C02508,2024-01-22 15:42,2024-01-22,2024-01,15,A005,080-2562-4027,不明,男性,断り,,8.0,1
C02509,2024-04-05 19:02,2024-04-05,2024-04,19,A004,090-5014-2262,40代,女性,断り,,8.0,0
C02510,2024-11-13 16:03,2024-11-13,2024-11,16,A007,070-1861-3933,30代,男性,成約,P003,15.0,0
C02511,2024-11-04 16:25,2024-11-04,2024-11,16,A010,090-7798-1394,20代,男性,断り,,6.0,0
C02512,2024-07-23 13:00,2024-07-23,2024-07,13,A006,090-8552-1829,不明,男性,コールバック希望,P001,10.0,1
C02513,2024-01-31 17:43,2024-01-31,2024-01,17,A005,070-2705-9129,20代,男性,断り,,5.0,0
C02514,2024-02-19 15:58,2024-02-19,2024-02,15,A004,080-6909-2745,30代,男性,断り,,3.0,1
C02515,2024-09-30 12:02,2024-09-30,2024-09,12,A011,090-7201-2291,60代以上,男性,不在,,1.0,0
C02516,2024-09-27 18:50,2024-09-27,2024-09,18,A005,070-2040-5388,60代以上,男性,不在,,0.0,1
C02517,2024-09-30 13:28,2024-09-30,2024-09,13,A005,070-6573-2827,40代,不明,検討中,P005,8.0,1
C02518,2024-04-15 15:33,2024-04-15,2024-04,15,A015,070-7751-3950,50代,女性,コールバック希望,P002,7.0,0
C02519,2024-09-26 17:23,2024-09-26,2024-09,17,A004,070-1894-1190,40代,男性,不在,,0.0,0
C02520,2024-03-11 14:17,2024-03-11,2024-03,14,A014,070-8674-8821,50代,男性,不在,,1.0,0
C02521,2024-04-04 18:23,2024-04-04,2024-04,18,A006,070-4270-2489,50代,男性,不在,,1.0,0
C02522,2024-06-24 15:15,2024-06-24,2024-06,15,A015,090-5934-2996,不明,不明,成約,P005,13.0,1
C02523,2024-09-13 14:06,2024-09-13,2024-09,14,A005,080-3915-8218,20代,女性,不在,,1.0,0
C02524,2024-05-24 15:07,2024-05-24,2024-05,15,A009,080-5742-2638,20代,男性,コールバック希望,P003,14.0,1
C02525,2024-07-29 17:02,2024-07-29,2024-07,17,A005,090-5011-8572,40代,不明,検討中,P003,3.0,1
C02526,2024-07-01 15:51,2024-07-01,2024-07,15,A006,070-9008-2489,不明,不明,不在,,0.0,1
C02527,2024-02-09 18:32,2024-02-09,2024-02,18,A009,080-3316-9369,50代,女性,不在,,0.0,0
C02528,2024-06-17 13:49,2024-06-17,2024-06,13,A013,090-7737-2600,60代以上,女性,不在,,1.0,0
C02529,2024-04-02 13:56,2024-04-02,2024-04,13,A010,090-2908-3721,30代,女性,不在,,0.0,1
C02530,2024-05-27 17:51,2024-05-27,2024-05,17,A014,090-9143-7449,40代,男性,不在,,1.0,1
C02531,2024-02-01 17:55,2024-02-01,2024-02,17,A008,090-7108-2956,40代,女性,断り,,8.0,1
C02532,2024-06-07 15:47,2024-06-07,2024-06,15,A014,070-3878-5215,60代以上,男性,断り,,7.0,0
C02533,2024-03-08 12:36,2024-03-08,2024-03,12,A007,090-3257-2920,不明,男性,検討中,P004,13.0,1
C02534,2024-07-05 15:21,2024-07-05,2024-07,15,A006,080-1546-6977,40代,女性,コールバック希望,P002,15.0,1
C02535,2024-01-11 13:07,2024-01-11,2024-01,13,A010,090-9313-4485,40代,女性,不在,,0.0,1
C02536,2024-04-11 17:18,2024-04-11,2024-04,17,A006,090-7701-1996,50代,男性,不在,,0.0,1
C02537,2024-09-11 18:40,2024-09-11,2024-09,18,A002,090-9381-2928,30代,女性,不在,,0.0,1
C02538,2024-05-03 17:22,2024-05-03,2024-05,17,A009,080-3986-3873,50代,女性,断り,,8.0,1
C02539,2024-04-05 19:27,2024-04-05,2024-04,19,A013,090-7363-6813,30代,女性,コールバック希望,P006,6.0,1
C02540,2024-09-17 11:52,2024-09-17,2024-09,11,A007,080-9043-8539,50代,女性,不在,,1.0,1
C02541,2024-09-16 14:45,2024-09-16,2024-09,14,A001,070-6454-9698,40代,女性,成約,P002,12.0,1
C02542,2024-08-29 15:49,2024-08-29,2024-08,15,A011,080-1086-2298,40代,男性,成約,P006,32.0,1
C02543,2024-10-11 13:02,2024-10-11,2024-10,13,A007,090-9279-1434,50代,女性,不在,,0.0,1
C02544,2024-10-21 19:56,2024-10-21,2024-10,19,A009,070-1131-8116,40代,男性,断り,,11.0,0
C02545,2024-07-08 13:48,2024-07-08,2024-07,13,A001,080-3359-3992,20代,男性,断り,,12.0,1
C02546,2024-04-15 12:10,2024-04-15,2024-04,12,A014,080-6010-1083,20代,男性,断り,,3.0,1
C02547,2024-04-22 18:27,2024-04-22,2024-04,18,A012,070-8035-7609,30代,男性,検討中,P005,3.0,0
C02548,2024-10-14 16:33,2024-10-14,2024-10,16,A009,080-7069-4161,40代,男性,検討中,P006,4.0,0
C02549,2024-05-27 19:28,2024-05-27,2024-05,19,A005,070-5699-4700,50代,女性,断り,,15.0,1
C02550,2024-05-07 17:17,2024-05-07,2024-05,17,A007,090-3128-4369,20代,男性,コールバック希望,P002,14.0,0
C02551,2024-12-24 11:18,2024-12-24,2024-12,11,A009,090-8655-6291,30代,女性,検討中,P004,9.0,1
C02552,2024-07-30 13:54,2024-07-30,2024-07,13,A012,080-2253-2723,不明,男性,成約,P004,30.0,1
C02553,2024-08-12 14:28,2024-08-12,2024-08,14,A010,090-6605-1486,30代,男性,断り,,13.0,1
C02554,2024-08-15 17:19,2024-08-15,2024-08,17,A008,090-1375-7929,30代,女性,検討中,P005,5.0,0
C02555,2024-05-13 13:39,2024-05-13,2024-05,13,A005,080-3815-8538,50代,男性,検討中,P005,12.0,0
C02556,2024-06-17 13:27,2024-06-17,2024-06,13,A013,090-1669-1008,30代,女性,断り,,13.0,1
C02557,2024-11-18 13:50,2024-11-18,2024-11,13,A003,090-6337-7084,50代,女性,断り,,3.0,1
C02558,2024-10-28 13:26,2024-10-28,2024-10,13,A013,090-1960-3611,60代以上,男性,不在,,0.0,1
C02559,2024-03-12 15:50,2024-03-12,2024-03,15,A003,090-9752-7215,40代,男性,成約,P006,34.0,1
C02560,2024-10-14 14:11,2024-10-14,2024-10,14,A007,070-9269-2475,30代,女性,コールバック希望,P002,10.0,1
C02561,2024-05-20 11:24,2024-05-20,2024-05,11,A013,070-8656-5389,30代,女性,不在,,0.0,0
C02562,2024-06-03 16:33,2024-06-03,2024-06,16,A015,070-6454-9698,30代,女性,コールバック希望,P004,11.0,1
C02563,2024-10-28 13:51,2024-10-28,2024-10,13,A006,080-8923-4985,不明,女性,コールバック希望,P003,13.0,1
C02564,2024-08-23 14:35,2024-08-23,2024-08,14,A014,070-7813-8471,50代,女性,不在,,0.0,0
C02565,2024-03-08 18:40,2024-03-08,2024-03,18,A014,090-9772-5018,30代,女性,不在,,1.0,1
C02566,2024-07-31 18:10,2024-07-31,2024-07,18,A004,090-5888-2758,40代,女性,断り,,8.0,1
C02567,2024-04-08 18:51,2024-04-08,2024-04,18,A006,090-9457-4056,30代,男性,検討中,P001,3.0,0
C02569,2024-10-21 11:33,2024-10-21,2024-10,11,A011,080-2103-5107,20代,女性,断り,,13.0,1
C02570,2024-11-18 11:14,2024-11-18,2024-11,11,A006,080-1408-3930,20代,男性,検討中,P005,8.0,1
C02571,2024-04-05 18:45,2024-04-05,2024-04,18,A004,070-4425-1116,50代,女性,断り,,60.0,0
C02572,2024-09-09 16:44,2024-09-09,2024-09,16,A003,070-4492-9288,30代,男性,不在,,1.0,1
C02573,2024-01-01 14:58,2024-01-01,2024-01,14,A002,070-3634-9770,60代以上,女性,コールバック希望,P005,12.0,1
C02574,2024-07-05 12:38,2024-07-05,2024-07,12,A001,090-4938-3465,40代,女性,成約,P003,21.0,1
C02575,2024-11-12 15:21,2024-11-12,2024-11,15,A006,080-5033-4629,20代,男性,不在,,1.0,0
C02576,2024-11-13 14:07,2024-11-13,2024-11,14,A010,070-7024-6763,30代,男性,不在,,0.0,1
C02577,2024-01-04 16:30,2024-01-04,2024-01,16,A005,090-4140-9725,不明,男性,不在,,1.0,1
C02578,2024-01-08 15:09,2024-01-08,2024-01,15,A002,080-1076-5277,40代,女性,コールバック希望,P002,4.0,1
C02579,2024-04-12 17:07,2024-04-12,2024-04,17,A006,080-3425-3165,60代以上,男性,検討中,P004,9.0,1
C02580,2024-05-06 11:08,2024-05-06,2024-05,11,A005,090-8225-6139,50代,男性,断り,,6.0,1
C02581,2024-07-29 13:54,2024-07-29,2024-07,13,A007,080-3754-2251,40代,女性,成約,P002,16.0,1
C02582,2024-09-18 10:48,2024-09-18,2024-09,10,A006,090-1256-8978,30代,男性,成約,P004,23.0,1
C02583,2024-03-12 18:43,2024-03-12,2024-03,18,A008,080-1745-6468,50代,男性,検討中,P006,10.0,1
C02584,2024-06-10 11:00,2024-06-10,2024-06,11,A012,070-1893-9470,50代,不明,コールバック希望,P003,14.0,0
C02585,2024-01-22 14:00,2024-01-22,2024-01,14,A008,070-9927-8360,50代,男性,断り,,4.0,1
C02586,2024-09-24 11:24,2024-09-24,2024-09,11,A012,090-4217-2766,40代,男性,断り,,14.0,1
C02587,2024-04-08 15:14,2024-04-08,2024-04,15,A006,090-8708-2098,20代,女性,不在,,0.0,1
C02588,2024-05-24 17:44,2024-05-24,2024-05,17,A009,070-6126-7457,30代,男性,検討中,P001,9.0,1
C02589,2024-05-31 12:55,2024-05-31,2024-05,12,A010,090-9764-1362,20代,女性,成約,P005,17.0,0
C02590,2024-12-16 13:47,2024-12-16,2024-12,13,A007,090-7054-1472,40代,女性,断り,,8.0,0
C02591,2024-01-15 12:02,2024-01-15,2024-01,12,A010,080-2523-7536,30代,女性,検討中,P006,4.0,1
C02592,2024-01-17 17:06,2024-01-17,2024-01,17,A009,070-2805-4941,30代,女性,成約,P002,16.0,0
C02593,2024-08-01 12:15,2024-08-01,2024-08,12,A004,080-8506-2404,50代,女性,成約,P004,32.0,1
C02594,2024-12-24 18:00,2024-12-24,2024-12,18,A008,070-2914-6050,50代,男性,断り,,11.0,1
C02595,2024-05-14 12:59,2024-05-14,2024-05,12,A013,070-2234-3902,40代,男性,断り,,13.0,1
C02596,2024-05-20 14:07,2024-05-20,2024-05,14,A001,070-3041-5920,50代,男性,不在,,1.0,0
C02597,2024-12-16 18:14,2024-12-16,2024-12,18,A015,090-3535-4106,20代,女性,不在,,1.0,0
C02598,2024-02-26 14:38,2024-02-26,2024-02,14,A009,090-5411-6956,40代,男性,断り,,3.0,1
C02599,2024-05-01 19:49,2024-05-01,2024-05,19,A012,080-3981-9234,50代,男性,断り,,3.0,0
C02600,2024-06-26 17:57,2024-06-26,2024-06,17,A011,080-7873-6832,50代,男性,不在,,0.0,0
C02601,2024-11-29 11:37,2024-11-29,2024-11,11,A012,070-1377-9486,不明,男性,検討中,P004,7.0,0
C02602,2024-12-31 17:46,2024-12-31,2024-12,17,A010,080-6685-5725,不明,女性,検討中,P004,8.0,1
C02603,2024-03-18 19:21,2024-03-18,2024-03,19,A014,070-1266-2866,40代,女性,断り,,8.0,0
C02604,2024-07-08 10:16,2024-07-08,2024-07,10,A014,090-4232-8365,40代,女性,断り,,3.0,1
C02605,2024-12-02 18:11,2024-12-02,2024-12,18,A003,080-1246-3742,50代,男性,断り,,12.0,1
C02606,2024-03-06 19:53,2024-03-06,2024-03,19,A001,080-3821-5991,50代,男性,不在,,1.0,1
C02607,2024-08-12 15:55,2024-08-12,2024-08,15,A009,090-7980-5155,60代以上,男性,成約,P001,10.0,1
C02608,2024-01-02 15:04,2024-01-02,2024-01,15,A014,090-8749-7669,20代,不明,断り,,12.0,1
C02609,2024-01-26 18:08,2024-01-26,2024-01,18,A001,080-9565-6183,50代,男性,断り,,9.0,1
C02610,2024-12-09 16:33,2024-12-09,2024-12,16,A015,090-1553-9378,50代,男性,断り,,10.0,0
C02611,2024-12-09 15:08,2024-12-09,2024-12,15,A005,070-8912-9328,50代,男性,不在,,0.0,1
C02612,2024-06-20 14:41,2024-06-20,2024-06,14,A010,070-8960-1326,30代,男性,不在,,1.0,1
C02613,2024-04-15 16:38,2024-04-15,2024-04,16,A008,090-2511-2018,50代,男性,断り,,14.0,1
C02614,2024-01-19 13:52,2024-01-19,2024-01,13,A003,080-1483-7270,40代,男性,コールバック希望,P001,6.0,1
C02615,2024-05-24 17:50,2024-05-24,2024-05,17,A013,080-3189-7690,40代,男性,不在,,0.0,1
C02616,2024-02-26 14:47,2024-02-26,2024-02,14,A006,070-7025-9955,40代,女性,検討中,P006,11.0,1
C02617,2024-10-04 11:08,2024-10-04,2024-10,11,A006,090-1201-5006,50代,女性,不在,,1.0,0
C02618,2024-05-24 14:38,2024-05-24,2024-05,14,A008,080-2907-4139,50代,女性,検討中,P005,12.0,1
C02619,2024-04-22 15:23,2024-04-22,2024-04,15,A005,080-4185-9035,40代,男性,断り,,12.0,0
C02620,2024-03-15 17:53,2024-03-15,2024-03,17,A006,090-9035-1621,50代,女性,成約,P002,11.0,0
C02621,2024-10-22 11:24,2024-10-22,2024-10,11,A011,070-7025-9955,40代,女性,不在,,0.0,1
C02622,2024-07-08 12:02,2024-07-08,2024-07,12,A004,070-3717-9423,50代,女性,検討中,P001,6.0,1
C02623,2024-01-22 13:25,2024-01-22,2024-01,13,A004,090-7730-1715,50代,女性,断り,,9.0,1
C02624,2024-04-30 13:21,2024-04-30,2024-04,13,A004,080-2663-5035,20代,女性,検討中,P006,5.0,1
C02625,2024-05-09 14:07,2024-05-09,2024-05,14,A008,090-3623-6422,40代,男性,成約,P005,15.0,1
C02626,2024-07-08 11:14,2024-07-08,2024-07,11,A012,070-4205-1149,50代,男性,断り,,5.0,0
C02627,2024-08-13 16:32,2024-08-13,2024-08,16,A002,070-8239-8007,50代,女性,断り,,3.0,0
C02628,2024-11-25 16:20,2024-11-25,2024-11,16,A006,090-5986-9071,50代,女性,検討中,P004,14.0,1
C02629,2024-06-03 12:58,2024-06-03,2024-06,12,A008,070-8022-3223,30代,女性,成約,P003,16.0,1
C02630,2024-05-06 14:44,2024-05-06,2024-05,14,A006,090-2860-3456,40代,男性,成約,P006,20.0,1
C02631,2024-08-23 12:39,2024-08-23,2024-08,12,A015,070-7987-5638,不明,女性,検討中,P001,14.0,1
C02632,2024-11-25 13:26,2024-11-25,2024-11,13,A008,070-2276-8972,30代,男性,検討中,P005,9.0,1
C02633,2024-07-12 18:50,2024-07-12,2024-07,18,A009,070-5098-4704,50代,女性,断り,,3.0,1
C02634,2024-07-23 15:17,2024-07-23,2024-07,15,A001,090-1222-1716,60代以上,女性,検討中,P005,13.0,0
C02635,2024-02-05 10:09,2024-02-05,2024-02,10,A001,080-1831-3131,30代,男性,不在,,1.0,1
C02636,2024-10-28 12:58,2024-10-28,2024-10,12,A005,070-5582-2946,50代,女性,コールバック希望,P001,11.0,0
C02637,2024-03-20 17:55,2024-03-20,2024-03,17,A004,080-7931-2478,不明,不明,不在,,0.0,1
C02638,2024-06-06 17:56,2024-06-06,2024-06,17,A009,070-5953-4869,20代,女性,不在,,0.0,1
C02639,2024-04-08 13:23,2024-04-08,2024-04,13,A014,080-8412-8331,20代,女性,断り,,13.0,0
C02640,2024-12-17 12:11,2024-12-17,2024-12,12,A014,070-7131-9051,30代,男性,検討中,P003,8.0,1
C02641,2024-04-01 19:53,2024-04-01,2024-04,19,A015,090-3497-2687,50代,男性,検討中,P006,7.0,1
C02642,2024-05-07 15:00,2024-05-07,2024-05,15,A011,080-7152-2981,50代,男性,断り,,4.0,0
C02643,2024-05-21 13:58,2024-05-21,2024-05,13,A004,090-5840-7815,50代,女性,成約,P005,20.0,1
C02644,2024-01-26 17:03,2024-01-26,2024-01,17,A011,090-2013-8381,50代,男性,断り,,15.0,1
C02645,2024-10-22 19:22,2024-10-22,2024-10,19,A008,080-5225-5510,30代,女性,成約,P002,20.0,1
C02646,2024-04-01 10:10,2024-04-01,2024-04,10,A012,080-6953-1889,不明,女性,検討中,P006,4.0,1
C02647,2024-09-20 10:38,2024-09-20,2024-09,10,A007,090-9245-8811,50代,女性,検討中,P003,13.0,0
C02648,2024-04-08 12:12,2024-04-08,2024-04,12,A002,080-2249-6467,50代,男性,断り,,8.0,1
C02649,2024-06-24 19:38,2024-06-24,2024-06,19,A009,070-6744-8015,30代,女性,不在,,0.0,1
C02650,2024-02-29 14:39,2024-02-29,2024-02,14,A009,090-7797-7678,40代,男性,成約,P003,33.0,1
C02651,2024-06-17 12:51,2024-06-17,2024-06,12,A012,080-3276-3102,不明,男性,検討中,P002,5.0,1
C02652,2024-05-24 12:37,2024-05-24,2024-05,12,A011,080-1206-2998,30代,男性,コールバック希望,P003,11.0,0
C02653,2024-02-13 12:32,2024-02-13,2024-02,12,A001,090-8765-7912,40代,男性,コールバック希望,P006,14.0,1
C02654,2024-03-27 14:09,2024-03-27,2024-03,14,A005,070-3414-8167,50代,男性,成約,P001,15.0,1
C02655,2024-06-03 18:09,2024-06-03,2024-06,18,A008,070-7131-5631,30代,女性,成約,P005,30.0,1
C02656,2024-09-16 15:33,2024-09-16,2024-09,15,A010,090-3808-2709,40代,男性,断り,,8.0,0
C02657,2024-08-26 12:51,2024-08-26,2024-08,12,A003,090-2330-1744,50代,女性,断り,,6.0,0
C02658,2024-02-22 18:19,2024-02-22,2024-02,18,A010,070-4842-2639,40代,女性,コールバック希望,P006,13.0,1
C02659,2024-03-18 17:35,2024-03-18,2024-03,17,A013,090-9090-6947,20代,男性,不在,,0.0,1
C02660,2024-03-11 12:22,2024-03-11,2024-03,12,A006,070-1845-5780,50代,男性,断り,,11.0,1
C02661,2024-10-07 13:45,2024-10-07,2024-10,13,A003,070-2768-9032,不明,女性,コールバック希望,P006,5.0,1
C02662,2024-07-22 14:05,2024-07-22,2024-07,14,A003,070-8672-2593,20代,男性,不在,,0.0,1
C02663,2024-05-09 12:34,2024-05-09,2024-05,12,A004,080-8200-7690,20代,女性,断り,,15.0,1
C02664,2024-01-16 13:08,2024-01-16,2024-01,13,A007,070-7879-7148,不明,女性,不在,,0.0,1
C02665,2024-07-22 18:19,2024-07-22,2024-07,18,A012,090-9008-1034,50代,女性,成約,P005,32.0,1
C02666,2024-03-11 11:28,2024-03-11,2024-03,11,A014,090-8361-2596,50代,男性,不在,,0.0,1
C02667,2024-04-22 16:56,2024-04-22,2024-04,16,A004,070-4409-5528,20代,女性,不在,,0.0,1
C02668,2024-08-26 17:08,2024-08-26,2024-08,17,A005,080-2869-2070,40代,女性,断り,,5.0,1
C02669,2024-12-09 19:37,2024-12-09,2024-12,19,A007,070-9747-5684,40代,女性,不在,,0.0,0
C02671,2024-04-08 18:41,2024-04-08,2024-04,18,A010,070-2595-6428,30代,女性,検討中,P006,13.0,1
C02672,2024-08-06 15:30,2024-08-06,2024-08,15,A011,090-1273-6450,30代,男性,コールバック希望,P006,3.0,0
C02673,2024-08-21 17:14,2024-08-21,2024-08,17,A015,090-4310-9824,40代,男性,成約,P005,29.0,0
C02674,2024-02-12 17:43,2024-02-12,2024-02,17,A014,090-6269-4473,50代,男性,断り,,5.0,1
C02675,2024-06-10 16:46,2024-06-10,2024-06,16,A004,070-8593-4678,60代以上,男性,成約,P001,25.0,1
C02676,2024-07-10 10:35,2024-07-10,2024-07,10,A008,090-2646-8269,60代以上,女性,断り,,15.0,0
C02677,2024-06-26 14:32,2024-06-26,2024-06,14,A004,070-5140-8772,不明,男性,断り,,9.0,0
C02678,2024-01-08 17:58,2024-01-08,2024-01,17,A009,090-4325-8406,40代,女性,断り,,4.0,1
C02679,2024-07-02 13:10,2024-07-02,2024-07,13,A005,070-8130-6206,30代,男性,検討中,P003,12.0,1
C02680,2024-04-08 16:47,2024-04-08,2024-04,16,A014,070-2208-8812,30代,女性,検討中,P001,8.0,0
C02681,2024-12-18 13:58,2024-12-18,2024-12,13,A011,080-7557-8479,20代,女性,不在,,0.0,1
C02682,2024-06-24 11:14,2024-06-24,2024-06,11,A005,090-5150-8884,40代,不明,コールバック希望,P004,6.0,1
C02683,2024-06-20 17:16,2024-06-20,2024-06,17,A014,090-2860-3456,50代,男性,成約,P002,25.0,1
C02684,2024-05-13 12:55,2024-05-13,2024-05,12,A004,070-3838-3733,不明,男性,不在,,1.0,1
C02685,2024-12-13 12:40,2024-12-13,2024-12,12,A015,090-1618-8542,30代,男性,不在,,0.0,1
C02686,2024-09-26 17:41,2024-09-26,2024-09,17,A002,090-3120-8105,40代,女性,不在,,0.0,1
C02687,2024-12-16 18:20,2024-12-16,2024-12,18,A012,070-7333-5655,20代,男性,不在,,0.0,1
C02688,2024-06-11 18:27,2024-06-11,2024-06,18,A012,070-7852-8500,20代,女性,検討中,P004,6.0,0
C02689,2024-02-23 18:34,2024-02-23,2024-02,18,A004,080-5554-8428,60代以上,男性,断り,,5.0,0
C02690,2024-06-20 17:37,2024-06-20,2024-06,17,A012,070-6456-8761,20代,男性,コールバック希望,P006,3.0,0
C02691,2024-01-10 12:26,2024-01-10,2024-01,12,A013,090-7152-4615,20代,男性,検討中,P003,14.0,1
C02692,2024-02-05 14:19,2024-02-05,2024-02,14,A003,070-5941-2983,40代,女性,成約,P003,10.0,1
C02693,2024-09-23 13:27,2024-09-23,2024-09,13,A003,090-1996-4116,40代,女性,成約,P006,27.0,1
C02694,2024-02-02 13:38,2024-02-02,2024-02,13,A003,080-7942-5451,30代,男性,断り,,3.0,0
C02695,2024-04-08 16:42,2024-04-08,2024-04,16,A005,070-6562-4630,50代,女性,断り,,6.0,1
C02696,2024-02-23 10:23,2024-02-23,2024-02,10,A003,090-4788-7275,20代,女性,成約,P001,35.0,1
C02697,2024-01-08 16:07,2024-01-08,2024-01,16,A002,090-1040-3523,不明,女性,検討中,P002,60.0,1
